8.546378899999894202e+03,3.750000000000000078e-04
8.549131399999838322e+03,3.049999999999999868e-04
8.551884200000204146e+03,2.599999999999999772e-04
8.554637399999890476e+03,2.300000000000000070e-04
8.557390699999872595e+03,2.049999999999999956e-04
8.560145899999886751e+03,3.850000000000000340e-04
8.562899399999994785e+03,3.800000000000000209e-04
8.565654300000052899e+03,5.100000000000000366e-04
8.568407500000204891e+03,5.100000000000000366e-04
8.571160500000230968e+03,4.800000000000000122e-04
8.573913100000005215e+03,4.250000000000000305e-04
8.576665699999779463e+03,3.750000000000000078e-04
8.579418399999849498e+03,2.950000000000000148e-04
8.582171600000001490e+03,2.649999999999999903e-04
8.584926200000103563e+03,3.900000000000000471e-04
8.587679700000211596e+03,3.750000000000000078e-04
8.590435000000055879e+03,5.599999999999999509e-04
8.593188399999868125e+03,5.649999999999999641e-04
8.595941899999976158e+03,5.699999999999999772e-04
8.598694800000172108e+03,5.400000000000000069e-04
8.601447300000116229e+03,4.799999999999999580e-04
8.604199800000060350e+03,3.950000000000000061e-04
8.606952800000086427e+03,3.550000000000000096e-04
8.609706699999980628e+03,3.999999999999999650e-04
8.612460099999792874e+03,3.850000000000000340e-04
8.615215499999932945e+03,5.850000000000000165e-04
8.617969000000040978e+03,5.900000000000000296e-04
8.620723199999891222e+03,6.499999999999999702e-04
8.623476300000213087e+03,6.399999999999999439e-04
8.626228899999987334e+03,5.800000000000000034e-04
8.628981399999931455e+03,5.050000000000000235e-04
8.631734100000001490e+03,4.600000000000000139e-04
8.634487399999983609e+03,4.400000000000000157e-04
8.637240699999965727e+03,4.150000000000000043e-04
8.639995899999979883e+03,6.000000000000000559e-04
8.642749400000087917e+03,5.950000000000000427e-04
8.645504300000146031e+03,7.199999999999999369e-04
8.648257499999832362e+03,7.199999999999999369e-04
8.651010400000028312e+03,6.800000000000000488e-04
8.653763100000098348e+03,6.299999999999999177e-04
8.656515699999872595e+03,5.749999999999999903e-04
8.659268399999942631e+03,5.050000000000000235e-04
8.662021600000094622e+03,4.749999999999999990e-04
8.664776200000196695e+03,6.000000000000000559e-04
8.667529699999839067e+03,5.900000000000000296e-04
8.670285000000149012e+03,7.650000000000000550e-04
8.673038399999961257e+03,7.750000000000000812e-04
8.675791900000069290e+03,7.750000000000000812e-04
8.678544699999969453e+03,7.450000000000000025e-04
8.681297199999913573e+03,6.800000000000000488e-04
8.684049699999857694e+03,6.000000000000000559e-04
8.686802699999883771e+03,5.599999999999999509e-04
8.689556700000073761e+03,6.100000000000000821e-04
8.692310099999886006e+03,6.000000000000000559e-04
8.695065500000026077e+03,7.950000000000000252e-04
8.697819000000134110e+03,7.999999999999999299e-04
8.700573199999984354e+03,8.599999999999999789e-04
8.703326200000010431e+03,8.450000000000000479e-04
8.706078799999784678e+03,7.849999999999999990e-04
8.708831300000194460e+03,7.150000000000000322e-04
8.711584100000094622e+03,6.650000000000000095e-04
8.714337400000076741e+03,6.449999999999999570e-04
8.717090700000058860e+03,6.250000000000000130e-04
8.719845900000073016e+03,8.099999999999999561e-04
8.722599400000181049e+03,8.049999999999999430e-04
8.725354199999943376e+03,9.300000000000000541e-04
8.728107499999925494e+03,9.250000000000000409e-04
8.730860299999825656e+03,8.849999999999999360e-04
8.733612999999895692e+03,8.300000000000000086e-04
8.736365600000135601e+03,7.799999999999999859e-04
8.739118400000035763e+03,7.100000000000000191e-04
8.741871499999891967e+03,6.850000000000000620e-04
8.744626199999824166e+03,8.149999999999999693e-04
8.747379800000227988e+03,8.049999999999999430e-04
8.750134999999776483e+03,9.750000000000000637e-04
8.752888400000054389e+03,9.849999999999999815e-04
8.755641799999866635e+03,9.799999999999999684e-04
8.758394700000062585e+03,9.449999999999999850e-04
8.761147200000006706e+03,8.850000000000000444e-04
8.763899699999950826e+03,7.999999999999999299e-04
8.766652699999976903e+03,7.700000000000000681e-04
8.769406700000166893e+03,8.199999999999999824e-04
8.772160099999979138e+03,8.099999999999999561e-04
8.774915599999949336e+03,1.010000000000000047e-03
8.777669000000227243e+03,1.010000000000000047e-03
8.780423099999781698e+03,1.064999999999999974e-03
8.783176200000103563e+03,1.050000000000000152e-03
8.785928700000047684e+03,9.899999999999999946e-04
8.788681199999991804e+03,9.150000000000000147e-04
8.791433999999891967e+03,8.700000000000000051e-04
8.794187400000169873e+03,8.550000000000000742e-04
8.796940700000151992e+03,8.350000000000000217e-04
8.799695900000166148e+03,1.020000000000000073e-03
8.802449500000104308e+03,1.015000000000000060e-03
8.805204200000036508e+03,1.135000000000000158e-03
8.807957400000188500e+03,1.135000000000000158e-03
8.810710299999918789e+03,1.085000000000000027e-03
8.813462900000158697e+03,1.034999999999999896e-03
8.816215499999932945e+03,9.799999999999999684e-04
8.818968299999833107e+03,9.200000000000000278e-04
8.821721499999985099e+03,8.899999999999999491e-04
8.824476300000213087e+03,1.025000000000000086e-03
8.827229799999855459e+03,1.015000000000000060e-03
8.829984999999869615e+03,1.190000000000000085e-03
8.832738400000147521e+03,1.190000000000000085e-03
8.835491799999959767e+03,1.184999999999999856e-03
8.838244599999859929e+03,1.149999999999999981e-03
8.840997099999804050e+03,1.090000000000000040e-03
8.843749600000213832e+03,1.010000000000000047e-03
8.846502599999774247e+03,9.699999999999999421e-04
8.849256699999794364e+03,1.040000000000000126e-03
8.852010199999902397e+03,1.020000000000000073e-03
8.854765600000042468e+03,1.219999999999999947e-03
8.857518999999854714e+03,1.219999999999999947e-03
8.860273099999874830e+03,1.269999999999999862e-03
8.863026099999900907e+03,1.255000000000000039e-03
8.865778700000140816e+03,1.190000000000000085e-03
8.868531200000084937e+03,1.119999999999999902e-03
